Customer_ID,User_Name,Product_Name,Product_ID,Comment,Sentiment,Sentimental_Score
cous__.47,Pooja,Tofu,PID005047,Bad packaging.,Negative,-0.674
cous__.48,Swati,Dried Fruits,PID005048,"Not good, expected better.",Neutral,0.0
cous__.49,Pooja,Canned Soup,PID005049,Fresh and tasty.,Neutral,0.0
cous__.50,Raju,Nut Mix,PID005050,Average experience.,Negative,-0.674
cous__.51,Amit,Rice Cakes,PID005051,"Too spicy, not for me.",Negative,-0.674
cous__.52,Priya,Pancake Mix,PID005052,Fresh and tasty.,Neutral,0.0
cous__.53,Meera,Potato Chips,PID005053,Loved the taste!,Negative,-0.674
cous__.54,Raju,Corn Chips,PID005054,Highly recommended!,Negative,-0.674
cous__.55,Raju,Tortilla Chips,PID005055,Not satisfied.,Positive,0.885
cous__.56,Kiran,Veggie Chips,PID005056,Bad packaging.,Negative,-0.674
cous__.57,Rohan,Pretzels,PID005057,Worth the price.,Neutral,0.0
cous__.58,Kunal,Popcorn,PID005058,Highly recommended!,Positive,0.885
cous__.59,Raju,Milk,PID005059,"Not good, expected better.",Neutral,0.0
cous__.60,Sneha,Yogurt,PID005060,Not satisfied.,Positive,0.885
cous__.61,Mira,Cheddar Cheese,PID005061,"Too spicy, not for me.",Neutral,0.0
cous__.62,Raju,Mozzarella Cheese,PID005062,Highly recommended!,Positive,0.885
cous__.63,Rohan,Greek Yogurt,PID005063,Loved the taste!,Negative,-0.674
cous__.64,Swati,Butter,PID005064,Not satisfied.,Neutral,0.0
cous__.65,Swati,Cream Cheese,PID005065,Average experience.,Negative,-0.674
cous__.66,Varun,Cottage Cheese,PID005066,Bad packaging.,Negative,-0.674
cous__.67,Mira,Orange Juice,PID005067,"Not good, expected better.",Positive,0.885
cous__.68,Kiran,Apple Juice,PID005068,"Too spicy, not for me.",Negative,-0.674
cous__.69,Divya,Green Tea,PID005069,Highly recommended!,Negative,-0.674
cous__.70,Meera,Coffee,PID005070,"Too spicy, not for me.",Negative,-0.674
cous__.71,Sneha,Soft Drink,PID005071,Average experience.,Negative,-0.674
cous__.72,Sneha,Black Tea,PID005072,Worth the price.,Positive,0.885
cous__.73,Rohan,Herbal Tea,PID005073,Average experience.,Neutral,0.0
cous__.74,Priya,Sparkling Water,PID005074,Very delicious!,Negative,-0.674
cous__.75,Aditya,Ready-to-Eat Pasta,PID005075,Average experience.,Neutral,0.0
cous__.76,Kunal,Frozen Pizza,PID005076,Not satisfied.,Positive,0.885
cous__.77,Sneha,Frozen Burritos,PID005077,Loved the taste!,Neutral,0.0
cous__.78,Kiran,Frozen Lasagna,PID005078,Average experience.,Positive,0.885
cous__.79,Kiran,Instant Noodles,PID005079,Worth the price.,Negative,-0.674
cous__.80,Arjun,Whole Wheat Bread,PID005080,Worth the price.,Positive,0.885
cous__.81,Divya,Bagels,PID005081,Worth the price.,Positive,0.885
cous__.82,Sita,Croissants,PID005082,Average experience.,Positive,0.885
cous__.83,Raju,English Muffins,PID005083,Fresh and tasty.,Negative,-0.674
cous__.84,Varun,Pita Bread,PID005084,Average experience.,Neutral,0.0
cous__.85,Suman,Sourdough Bread,PID005085,Average experience.,Negative,-0.674
cous__.86,Mira,Multigrain Cereal,PID005086,Bad packaging.,Positive,0.885
cous__.87,Divya,Oatmeal,PID005087,Worth the price.,Positive,0.885
cous__.88,Arjun,Granola Bars,PID005088,Average experience.,Negative,-0.674
cous__.89,Varun,Protein Bars,PID005089,"Too spicy, not for me.",Neutral,0.0
cous__.90,Raju,Raisin Bran Cereal,PID005090,Average experience.,Negative,-0.674
cous__.91,Raju,Frozen Vegetables,PID005091,Worth the price.,Neutral,0.0
cous__.92,Sita,Frozen French Fries,PID005092,Loved the taste!,Negative,-0.674
cous__.93,Sneha,Frozen Chicken Nuggets,PID005093,Not satisfied.,Neutral,0.0
cous__.94,Divya,Frozen Fish Sticks,PID005094,Worth the price.,Positive,0.885
cous__.95,Amit,Frozen Dumplings,PID005095,Very delicious!,Neutral,0.0
cous__.96,Divya,Frozen Spring Rolls,PID005096,Loved the taste!,Neutral,0.0
cous__.97,Rohan,Frozen Waffles,PID005097,Bad packaging.,Negative,-0.674
cous__.98,Kiran,Frozen Berries,PID005098,"Too spicy, not for me.",Neutral,0.0
cous__.99,Priya,Tofu,PID005099,Highly recommended!,Positive,0.885
cous__.100,Rohan,Dried Fruits,PID005100,Fresh and tasty.,Negative,-0.674
cous__.101,Varun,Canned Soup,PID005101,Bad packaging.,Positive,0.885
cous__.102,Kunal,Nut Mix,PID005102,Loved the taste!,Positive,0.885
cous__.103,Sneha,Rice Cakes,PID005103,Loved the taste!,Negative,-0.674
cous__.104,Aditya,Pancake Mix,PID005104,Bad packaging.,Negative,-0.674
cous__.105,Meera,Potato Chips,PID005105,Average experience.,Positive,0.885
cous__.106,Varun,Corn Chips,PID005106,Loved the taste!,Positive,0.885
cous__.107,Sita,Tortilla Chips,PID005107,Bad packaging.,Negative,-0.674
cous__.108,Pooja,Veggie Chips,PID005108,Bad packaging.,Negative,-0.674
cous__.109,Raju,Pretzels,PID005109,Average experience.,Neutral,0.0
cous__.110,Sita,Popcorn,PID005110,Loved the taste!,Neutral,0.0
cous__.111,Aditya,Milk,PID005111,Highly recommended!,Positive,0.885
cous__.112,Mira,Yogurt,PID005112,Fresh and tasty.,Neutral,0.0
cous__.113,Rohan,Cheddar Cheese,PID005113,"Not good, expected better.",Positive,0.885
cous__.114,Swati,Mozzarella Cheese,PID005114,Highly recommended!,Neutral,0.0
cous__.115,Arjun,Greek Yogurt,PID005115,Very delicious!,Neutral,0.0
cous__.116,Sita,Butter,PID005116,Highly recommended!,Positive,0.885
cous__.117,Arjun,Cream Cheese,PID005117,"Too spicy, not for me.",Negative,-0.674
cous__.118,Amit,Cottage Cheese,PID005118,Highly recommended!,Negative,-0.674
cous__.119,Pooja,Orange Juice,PID005119,Bad packaging.,Positive,0.885
cous__.120,Swati,Apple Juice,PID005120,"Too spicy, not for me.",Neutral,0.0
cous__.121,Suman,Green Tea,PID005121,Bad packaging.,Negative,-0.674
cous__.122,Swati,Coffee,PID005122,Not satisfied.,Neutral,0.0
cous__.123,Kunal,Soft Drink,PID005123,Worth the price.,Neutral,0.0
cous__.124,Sneha,Black Tea,PID005124,Highly recommended!,Neutral,0.0
cous__.125,Kunal,Herbal Tea,PID005125,"Not good, expected better.",Positive,0.885
cous__.126,Varun,Sparkling Water,PID005126,Loved the taste!,Neutral,0.0
cous__.127,Kunal,Ready-to-Eat Pasta,PID005127,Bad packaging.,Positive,0.885
cous__.128,Suman,Frozen Pizza,PID005128,Bad packaging.,Positive,0.885
cous__.129,Sneha,Frozen Burritos,PID005129,Highly recommended!,Negative,-0.674
cous__.130,Varun,Frozen Lasagna,PID005130,Very delicious!,Negative,-0.674
cous__.131,Raju,Instant Noodles,PID005131,Not satisfied.,Positive,0.885
cous__.132,Meera,Whole Wheat Bread,PID005132,Very delicious!,Neutral,0.0
cous__.133,Varun,Bagels,PID005133,Not satisfied.,Positive,0.885
cous__.134,Raju,Croissants,PID005134,Very delicious!,Neutral,0.0
cous__.135,Divya,English Muffins,PID005135,Average experience.,Positive,0.885
cous__.136,Amit,Pita Bread,PID005136,Very delicious!,Positive,0.885
cous__.137,Mira,Sourdough Bread,PID005137,Average experience.,Positive,0.885
cous__.138,Aditya,Multigrain Cereal,PID005138,Not satisfied.,Neutral,0.0
cous__.139,Raju,Oatmeal,PID005139,Fresh and tasty.,Positive,0.885
cous__.140,Kiran,Granola Bars,PID005140,Bad packaging.,Positive,0.885
cous__.141,Suman,Protein Bars,PID005141,Average experience.,Positive,0.885
cous__.142,Divya,Raisin Bran Cereal,PID005142,Not satisfied.,Neutral,0.0
cous__.143,Kiran,Frozen Vegetables,PID005143,"Too spicy, not for me.",Negative,-0.674
cous__.144,Swati,Frozen French Fries,PID005144,Not satisfied.,Negative,-0.674
cous__.145,Meera,Frozen Chicken Nuggets,PID005145,Highly recommended!,Neutral,0.0
cous__.146,Mira,Frozen Fish Sticks,PID005146,Fresh and tasty.,Neutral,0.0
cous__.147,Rahul,Frozen Dumplings,PID005147,Not satisfied.,Positive,0.885
cous__.148,Raju,Frozen Spring Rolls,PID005148,Highly recommended!,Positive,0.885
cous__.149,Rohan,Frozen Waffles,PID005149,Worth the price.,Neutral,0.0
cous__.150,Suman,Frozen Berries,PID005150,"Too spicy, not for me.",Negative,-0.674
cous__.151,Swati,Tofu,PID005151,Fresh and tasty.,Positive,0.885
cous__.152,Mira,Dried Fruits,PID005152,Loved the taste!,Neutral,0.0
cous__.153,Amit,Canned Soup,PID005153,Loved the taste!,Neutral,0.0
cous__.154,Suman,Nut Mix,PID005154,Average experience.,Neutral,0.0
cous__.155,Priya,Rice Cakes,PID005155,Worth the price.,Negative,-0.674
cous__.156,Suman,Pancake Mix,PID005156,Highly recommended!,Negative,-0.674
cous__.157,Varun,Potato Chips,PID005157,"Too spicy, not for me.",Neutral,0.0
cous__.158,Raju,Corn Chips,PID005158,Bad packaging.,Neutral,0.0
cous__.159,Rahul,Tortilla Chips,PID005159,"Not good, expected better.",Negative,-0.674
cous__.160,Raju,Veggie Chips,PID005160,"Not good, expected better.",Negative,-0.674
cous__.161,Sita,Pretzels,PID005161,Bad packaging.,Positive,0.885
cous__.162,Swati,Popcorn,PID005162,Very delicious!,Neutral,0.0
cous__.163,Amit,Milk,PID005163,Very delicious!,Neutral,0.0
cous__.164,Rahul,Yogurt,PID005164,Highly recommended!,Positive,0.885
cous__.165,Mira,Cheddar Cheese,PID005165,Not satisfied.,Neutral,0.0
cous__.166,Amit,Mozzarella Cheese,PID005166,Very delicious!,Neutral,0.0
cous__.167,Rohan,Greek Yogurt,PID005167,"Too spicy, not for me.",Positive,0.885
cous__.168,Mira,Butter,PID005168,Not satisfied.,Negative,-0.674
cous__.169,Kunal,Cream Cheese,PID005169,Very delicious!,Neutral,0.0
cous__.170,Amit,Cottage Cheese,PID005170,Very delicious!,Positive,0.885
cous__.171,Suman,Orange Juice,PID005171,Worth the price.,Positive,0.885
cous__.172,Kiran,Apple Juice,PID005172,Loved the taste!,Neutral,0.0
cous__.173,Divya,Green Tea,PID005173,Average experience.,Positive,0.885
cous__.174,Kunal,Coffee,PID005174,Average experience.,Positive,0.885
cous__.175,Sita,Soft Drink,PID005175,Very delicious!,Negative,-0.674
cous__.176,Varun,Black Tea,PID005176,Bad packaging.,Negative,-0.674
cous__.177,Meera,Herbal Tea,PID005177,Worth the price.,Negative,-0.674
cous__.178,Arjun,Sparkling Water,PID005178,Average experience.,Neutral,0.0
cous__.179,Suman,Ready-to-Eat Pasta,PID005179,Average experience.,Positive,0.885
cous__.180,Suman,Frozen Pizza,PID005180,"Not good, expected better.",Neutral,0.0
cous__.181,Arjun,Frozen Burritos,PID005181,Worth the price.,Negative,-0.674
cous__.182,Arjun,Frozen Lasagna,PID005182,Very delicious!,Positive,0.885
cous__.183,Divya,Instant Noodles,PID005183,"Not good, expected better.",Positive,0.885
cous__.184,Pooja,Whole Wheat Bread,PID005184,"Not good, expected better.",Neutral,0.0
cous__.185,Swati,Bagels,PID005185,Very delicious!,Negative,-0.674
cous__.186,Meera,Croissants,PID005186,Bad packaging.,Neutral,0.0
cous__.187,Swati,English Muffins,PID005187,Highly recommended!,Positive,0.885
cous__.188,Raju,Pita Bread,PID005188,Very delicious!,Negative,-0.674
cous__.189,Swati,Sourdough Bread,PID005189,"Not good, expected better.",Positive,0.885
cous__.190,Mira,Multigrain Cereal,PID005190,Loved the taste!,Negative,-0.674
cous__.191,Sita,Oatmeal,PID005191,Loved the taste!,Negative,-0.674
cous__.192,Rahul,Granola Bars,PID005192,Very delicious!,Neutral,0.0
cous__.193,Sita,Protein Bars,PID005193,Not satisfied.,Neutral,0.0
cous__.194,Aditya,Raisin Bran Cereal,PID005194,Bad packaging.,Neutral,0.0
cous__.195,Priya,Frozen Vegetables,PID005195,Worth the price.,Neutral,0.0
cous__.196,Divya,Frozen French Fries,PID005196,Fresh and tasty.,Positive,0.885
cous__.197,Rahul,Frozen Chicken Nuggets,PID005197,"Not good, expected better.",Neutral,0.0
cous__.198,Swati,Frozen Fish Sticks,PID005198,Loved the taste!,Positive,0.885
cous__.199,Pooja,Frozen Dumplings,PID005199,Highly recommended!,Neutral,0.0
cous__.200,Suman,Frozen Spring Rolls,PID005200,Not satisfied.,Positive,0.885
cous__.201,Sneha,Frozen Waffles,PID005201,Bad packaging.,Positive,0.885
cous__.202,Raju,Frozen Berries,PID005202,Fresh and tasty.,Neutral,0.0
cous__.203,Divya,Tofu,PID005203,Highly recommended!,Positive,0.885
cous__.204,Rahul,Dried Fruits,PID005204,"Too spicy, not for me.",Neutral,0.0
cous__.205,Sita,Canned Soup,PID005205,"Too spicy, not for me.",Neutral,0.0
cous__.206,Sita,Nut Mix,PID005206,"Too spicy, not for me.",Positive,0.885
cous__.207,Mira,Rice Cakes,PID005207,Loved the taste!,Negative,-0.674
cous__.208,Sneha,Pancake Mix,PID005208,Fresh and tasty.,Neutral,0.0
cous__.209,Rohan,Potato Chips,PID005209,"Too spicy, not for me.",Negative,-0.674
cous__.210,Kunal,Corn Chips,PID005210,Worth the price.,Negative,-0.674
cous__.211,Aditya,Tortilla Chips,PID005211,"Too spicy, not for me.",Negative,-0.674
cous__.212,Amit,Veggie Chips,PID005212,"Not good, expected better.",Negative,-0.674
cous__.213,Rahul,Pretzels,PID005213,Worth the price.,Negative,-0.674
cous__.214,Raju,Popcorn,PID005214,Loved the taste!,Neutral,0.0
cous__.215,Kiran,Milk,PID005215,Fresh and tasty.,Neutral,0.0
cous__.216,Priya,Yogurt,PID005216,Very delicious!,Negative,-0.674
cous__.217,Arjun,Cheddar Cheese,PID005217,Fresh and tasty.,Positive,0.885
cous__.218,Sneha,Mozzarella Cheese,PID005218,Worth the price.,Negative,-0.674
cous__.219,Raju,Greek Yogurt,PID005219,"Too spicy, not for me.",Neutral,0.0
cous__.220,Aditya,Butter,PID005220,Very delicious!,Negative,-0.674
cous__.221,Suman,Cream Cheese,PID005221,Worth the price.,Neutral,0.0
cous__.222,Meera,Cottage Cheese,PID005222,"Not good, expected better.",Positive,0.885
cous__.223,Kunal,Orange Juice,PID005223,Worth the price.,Positive,0.885
cous__.224,Kiran,Apple Juice,PID005224,Fresh and tasty.,Neutral,0.0
cous__.225,Meera,Green Tea,PID005225,Loved the taste!,Positive,0.885
cous__.226,Kiran,Coffee,PID005226,Not satisfied.,Negative,-0.674
cous__.227,Priya,Soft Drink,PID005227,Not satisfied.,Negative,-0.674
cous__.228,Sita,Black Tea,PID005228,Worth the price.,Positive,0.885
cous__.229,Meera,Herbal Tea,PID005229,Worth the price.,Neutral,0.0
cous__.230,Priya,Sparkling Water,PID005230,"Too spicy, not for me.",Negative,-0.674
cous__.231,Aditya,Ready-to-Eat Pasta,PID005231,Average experience.,Negative,-0.674
cous__.232,Priya,Frozen Pizza,PID005232,Bad packaging.,Positive,0.885
cous__.233,Varun,Frozen Burritos,PID005233,Highly recommended!,Negative,-0.674
cous__.234,Suman,Frozen Lasagna,PID005234,Fresh and tasty.,Negative,-0.674
cous__.235,Priya,Instant Noodles,PID005235,Fresh and tasty.,Negative,-0.674
cous__.236,Suman,Whole Wheat Bread,PID005236,Highly recommended!,Negative,-0.674
cous__.237,Varun,Bagels,PID005237,Highly recommended!,Negative,-0.674
cous__.238,Kiran,Croissants,PID005238,"Too spicy, not for me.",Positive,0.885
cous__.239,Kiran,English Muffins,PID005239,Bad packaging.,Neutral,0.0
cous__.240,Kiran,Pita Bread,PID005240,Very delicious!,Negative,-0.674
cous__.241,Suman,Sourdough Bread,PID005241,Highly recommended!,Neutral,0.0
cous__.242,Arjun,Multigrain Cereal,PID005242,Bad packaging.,Neutral,0.0
cous__.243,Kunal,Oatmeal,PID005243,Fresh and tasty.,Neutral,0.0
cous__.244,Varun,Granola Bars,PID005244,Average experience.,Positive,0.885
cous__.245,Kiran,Protein Bars,PID005245,"Not good, expected better.",Negative,-0.674
cous__.246,Amit,Raisin Bran Cereal,PID005246,"Not good, expected better.",Positive,0.885
cous__.247,Rahul,Frozen Vegetables,PID005247,Highly recommended!,Negative,-0.674
cous__.248,Raju,Frozen French Fries,PID005248,Highly recommended!,Neutral,0.0
cous__.249,Raju,Frozen Chicken Nuggets,PID005249,Bad packaging.,Positive,0.885
cous__.250,Pooja,Frozen Fish Sticks,PID005250,Bad packaging.,Neutral,0.0
cous__.251,Mira,Frozen Dumplings,PID005251,"Too spicy, not for me.",Positive,0.885
cous__.252,Sneha,Frozen Spring Rolls,PID005252,Highly recommended!,Negative,-0.674
cous__.253,Sita,Frozen Waffles,PID005253,Not satisfied.,Negative,-0.674
cous__.254,Sita,Frozen Berries,PID005254,Highly recommended!,Positive,0.885
cous__.255,Rahul,Tofu,PID005255,"Not good, expected better.",Neutral,0.0
cous__.256,Pooja,Dried Fruits,PID005256,Very delicious!,Positive,0.885
cous__.257,Mira,Canned Soup,PID005257,Very delicious!,Neutral,0.0
cous__.258,Sita,Nut Mix,PID005258,Fresh and tasty.,Neutral,0.0
cous__.259,Kiran,Rice Cakes,PID005259,Worth the price.,Neutral,0.0
cous__.260,Meera,Pancake Mix,PID005260,Average experience.,Neutral,0.0
cous__.261,Priya,Potato Chips,PID005261,Very delicious!,Positive,0.885
cous__.262,Mira,Corn Chips,PID005262,Worth the price.,Positive,0.885
cous__.263,Pooja,Tortilla Chips,PID005263,"Too spicy, not for me.",Negative,-0.674
cous__.264,Rohan,Veggie Chips,PID005264,Worth the price.,Positive,0.885
cous__.265,Rahul,Pretzels,PID005265,Loved the taste!,Neutral,0.0
cous__.266,Suman,Popcorn,PID005266,Not satisfied.,Positive,0.885
cous__.267,Rohan,Milk,PID005267,Fresh and tasty.,Negative,-0.674
cous__.268,Rahul,Yogurt,PID005268,Very delicious!,Neutral,0.0
cous__.269,Kunal,Cheddar Cheese,PID005269,Fresh and tasty.,Positive,0.885
cous__.270,Raju,Mozzarella Cheese,PID005270,Highly recommended!,Neutral,0.0
cous__.271,Kunal,Greek Yogurt,PID005271,Worth the price.,Positive,0.885
cous__.272,Mira,Butter,PID005272,Very delicious!,Positive,0.885
cous__.273,Mira,Cream Cheese,PID005273,"Too spicy, not for me.",Positive,0.885
cous__.274,Kiran,Cottage Cheese,PID005274,Worth the price.,Positive,0.885
cous__.275,Meera,Orange Juice,PID005275,Very delicious!,Negative,-0.674
cous__.276,Amit,Apple Juice,PID005276,Very delicious!,Neutral,0.0
cous__.277,Kiran,Green Tea,PID005277,Not satisfied.,Positive,0.885
cous__.278,Raju,Coffee,PID005278,"Not good, expected better.",Negative,-0.674
cous__.279,Swati,Soft Drink,PID005279,Fresh and tasty.,Neutral,0.0
cous__.280,Rohan,Black Tea,PID005280,Bad packaging.,Neutral,0.0
cous__.281,Aditya,Herbal Tea,PID005281,Average experience.,Neutral,0.0
cous__.282,Rahul,Sparkling Water,PID005282,"Not good, expected better.",Neutral,0.0
cous__.283,Divya,Ready-to-Eat Pasta,PID005283,"Too spicy, not for me.",Negative,-0.674
cous__.284,Amit,Frozen Pizza,PID005284,Loved the taste!,Negative,-0.674
cous__.285,Meera,Frozen Burritos,PID005285,Worth the price.,Positive,0.885
cous__.286,Varun,Frozen Lasagna,PID005286,Average experience.,Negative,-0.674
cous__.287,Swati,Instant Noodles,PID005287,Not satisfied.,Positive,0.885
cous__.288,Sita,Whole Wheat Bread,PID005288,"Too spicy, not for me.",Negative,-0.674
cous__.289,Divya,Bagels,PID005289,Not satisfied.,Negative,-0.674
cous__.290,Divya,Croissants,PID005290,Not satisfied.,Positive,0.885
cous__.291,Divya,English Muffins,PID005291,Fresh and tasty.,Negative,-0.674
cous__.292,Rohan,Pita Bread,PID005292,Worth the price.,Positive,0.885
cous__.293,Swati,Sourdough Bread,PID005293,Not satisfied.,Neutral,0.0
cous__.294,Aditya,Multigrain Cereal,PID005294,Not satisfied.,Positive,0.885
cous__.295,Amit,Oatmeal,PID005295,Fresh and tasty.,Negative,-0.674
cous__.296,Amit,Granola Bars,PID005296,Bad packaging.,Neutral,0.0
cous__.297,Raju,Protein Bars,PID005297,Loved the taste!,Positive,0.885
cous__.298,Rahul,Raisin Bran Cereal,PID005298,Fresh and tasty.,Negative,-0.674
cous__.299,Raju,Frozen Vegetables,PID005299,"Too spicy, not for me.",Positive,0.885
cous__.300,Raju,Frozen French Fries,PID005300,Highly recommended!,Negative,-0.674
cous__.301,Rohan,Frozen Chicken Nuggets,PID005301,Fresh and tasty.,Positive,0.885
cous__.302,Kiran,Frozen Fish Sticks,PID005302,"Too spicy, not for me.",Negative,-0.674
cous__.303,Sita,Frozen Dumplings,PID005303,Not satisfied.,Positive,0.885
cous__.304,Sneha,Frozen Spring Rolls,PID005304,Fresh and tasty.,Neutral,0.0
cous__.305,Raju,Frozen Waffles,PID005305,Fresh and tasty.,Neutral,0.0
cous__.306,Raju,Frozen Berries,PID005306,"Not good, expected better.",Negative,-0.674
cous__.307,Varun,Tofu,PID005307,Not satisfied.,Positive,0.885
cous__.308,Amit,Dried Fruits,PID005308,Fresh and tasty.,Negative,-0.674
cous__.309,Priya,Canned Soup,PID005309,Worth the price.,Neutral,0.0
cous__.310,Priya,Nut Mix,PID005310,Loved the taste!,Positive,0.885
cous__.311,Kiran,Rice Cakes,PID005311,Highly recommended!,Neutral,0.0
cous__.312,Divya,Pancake Mix,PID005312,Fresh and tasty.,Neutral,0.0
cous__.313,Arjun,Potato Chips,PID005313,Loved the taste!,Negative,-0.674
cous__.314,Mira,Corn Chips,PID005314,"Too spicy, not for me.",Neutral,0.0
cous__.315,Sita,Tortilla Chips,PID005315,Worth the price.,Negative,-0.674
cous__.316,Varun,Veggie Chips,PID005316,Not satisfied.,Positive,0.885
cous__.317,Arjun,Pretzels,PID005317,Average experience.,Positive,0.885
cous__.318,Sita,Popcorn,PID005318,Fresh and tasty.,Positive,0.885
cous__.319,Aditya,Milk,PID005319,Very delicious!,Neutral,0.0
cous__.320,Mira,Yogurt,PID005320,Not satisfied.,Negative,-0.674
cous__.321,Aditya,Cheddar Cheese,PID005321,Bad packaging.,Negative,-0.674
cous__.322,Suman,Mozzarella Cheese,PID005322,Bad packaging.,Neutral,0.0
cous__.323,Priya,Greek Yogurt,PID005323,Average experience.,Neutral,0.0
cous__.324,Rahul,Butter,PID005324,Bad packaging.,Negative,-0.674
cous__.325,Sita,Cream Cheese,PID005325,Average experience.,Negative,-0.674
cous__.326,Varun,Cottage Cheese,PID005326,Worth the price.,Positive,0.885
cous__.327,Priya,Orange Juice,PID005327,"Too spicy, not for me.",Neutral,0.0
cous__.328,Varun,Apple Juice,PID005328,Fresh and tasty.,Negative,-0.674
cous__.329,Mira,Green Tea,PID005329,Bad packaging.,Negative,-0.674
cous__.330,Varun,Coffee,PID005330,"Too spicy, not for me.",Negative,-0.674
cous__.331,Priya,Soft Drink,PID005331,Highly recommended!,Positive,0.885
cous__.332,Sneha,Black Tea,PID005332,Loved the taste!,Neutral,0.0
cous__.333,Meera,Herbal Tea,PID005333,"Too spicy, not for me.",Negative,-0.674
cous__.334,Swati,Sparkling Water,PID005334,Fresh and tasty.,Neutral,0.0
cous__.335,Pooja,Ready-to-Eat Pasta,PID005335,Not satisfied.,Positive,0.885
cous__.336,Aditya,Frozen Pizza,PID005336,"Not good, expected better.",Neutral,0.0
cous__.337,Rohan,Frozen Burritos,PID005337,Worth the price.,Positive,0.885
cous__.338,Raju,Frozen Lasagna,PID005338,"Too spicy, not for me.",Neutral,0.0
cous__.339,Swati,Instant Noodles,PID005339,Highly recommended!,Neutral,0.0
cous__.340,Suman,Whole Wheat Bread,PID005340,Worth the price.,Positive,0.885
cous__.341,Divya,Bagels,PID005341,Loved the taste!,Neutral,0.0
cous__.342,Sita,Croissants,PID005342,Worth the price.,Negative,-0.674
cous__.343,Divya,English Muffins,PID005343,"Not good, expected better.",Positive,0.885
