Customer_ID,User_Name,Product_Name,Product_ID,User_ID,Facebook_ID,Comment,Sentiment,Sentimental_Score,Rating
cous__.20,Kunal,Black Tea,PID005020,https://www.facebook.com/vukkarvibes,1397040301788279,"Too spicy, not for me.",Positive,0.885,3
cous__.21,Amit,Herbal Tea,PID005021,https://www.facebook.com/vukkarvibes,1397040301788280,Worth the price.,Neutral,0.0,1
cous__.22,Meera,Sparkling Water,PID005022,https://www.facebook.com/vukkarvibes,1397040301788281,"Too spicy, not for me.",Neutral,0.0,2
cous__.23,Sneha,Ready-to-Eat Pasta,PID005023,https://www.facebook.com/vukkarvibes,1397040301788282,Fresh and tasty.,Neutral,0.0,5
cous__.24,Aditya,Frozen Pizza,PID005024,https://www.facebook.com/vukkarvibes,1397040301788283,Highly recommended!,Neutral,0.0,1
cous__.25,Amit,Frozen Burritos,PID005025,https://www.facebook.com/vukkarvibes,1397040301788284,Bad packaging.,Neutral,0.0,5
cous__.26,Kiran,Frozen Lasagna,PID005026,https://www.facebook.com/vukkarvibes,1397040301788285,"Not good, expected better.",Positive,0.885,4
cous__.27,Priya,Instant Noodles,PID005027,https://www.facebook.com/vukkarvibes,1397040301788286,Bad packaging.,Positive,0.885,5
cous__.28,Rohan,Whole Wheat Bread,PID005028,https://www.facebook.com/vukkarvibes,1397040301788287,"Not good, expected better.",Neutral,0.0,3
cous__.29,Arjun,Bagels,PID005029,https://www.facebook.com/vukkarvibes,1397040301788288,Very delicious!,Negative,-0.674,2
cous__.30,Suman,Croissants,PID005030,https://www.facebook.com/vukkarvibes,1397040301788289,Not satisfied.,Positive,0.885,2
cous__.31,Aditya,English Muffins,PID005031,https://www.facebook.com/vukkarvibes,1397040301788290,Fresh and tasty.,Positive,0.885,2
cous__.32,Kunal,Pita Bread,PID005032,https://www.facebook.com/vukkarvibes,1397040301788291,"Too spicy, not for me.",Negative,-0.674,4
cous__.33,Amit,Sourdough Bread,PID005033,https://www.facebook.com/vukkarvibes,1397040301788292,Fresh and tasty.,Negative,-0.674,1
cous__.34,Mira,Multigrain Cereal,PID005034,https://www.facebook.com/vukkarvibes,1397040301788293,Bad packaging.,Positive,0.885,1
cous__.35,Meera,Oatmeal,PID005035,https://www.facebook.com/vukkarvibes,1397040301788294,Average experience.,Neutral,0.0,2
cous__.36,Kiran,Granola Bars,PID005036,https://www.facebook.com/vukkarvibes,1397040301788295,"Not good, expected better.",Negative,-0.674,5
cous__.37,Divya,Protein Bars,PID005037,https://www.facebook.com/vukkarvibes,1397040301788296,Fresh and tasty.,Positive,0.885,5
cous__.38,Kiran,Raisin Bran Cereal,PID005038,https://www.facebook.com/vukkarvibes,1397040301788297,Highly recommended!,Neutral,0.0,2
cous__.39,Swati,Frozen Vegetables,PID005039,https://www.facebook.com/vukkarvibes,1397040301788298,Loved the taste!,Negative,-0.674,2
cous__.40,Rahul,Frozen French Fries,PID005040,https://www.facebook.com/vukkarvibes,1397040301788299,Not satisfied.,Neutral,0.0,5
cous__.41,Varun,Frozen Chicken Nuggets,PID005041,https://www.facebook.com/vukkarvibes,1397040301788300,Very delicious!,Neutral,0.0,1
cous__.42,Varun,Frozen Fish Sticks,PID005042,https://www.facebook.com/vukkarvibes,1397040301788301,Very delicious!,Neutral,0.0,2
cous__.43,Priya,Frozen Dumplings,PID005043,https://www.facebook.com/vukkarvibes,1397040301788302,Very delicious!,Positive,0.885,2
cous__.44,Pooja,Frozen Spring Rolls,PID005044,https://www.facebook.com/vukkarvibes,1397040301788303,Loved the taste!,Neutral,0.0,4
cous__.45,Arjun,Frozen Waffles,PID005045,https://www.facebook.com/vukkarvibes,1397040301788304,Worth the price.,Positive,0.885,4
cous__.46,Kiran,Frozen Berries,PID005046,https://www.facebook.com/vukkarvibes,1397040301788305,Average experience.,Positive,0.885,4
cous__.47,Pooja,Tofu,PID005047,https://www.facebook.com/vukkarvibes,1397040301788306,Bad packaging.,Negative,-0.674,2
cous__.48,Swati,Dried Fruits,PID005048,https://www.facebook.com/vukkarvibes,1397040301788307,"Not good, expected better.",Neutral,0.0,5
cous__.49,Pooja,Canned Soup,PID005049,https://www.facebook.com/vukkarvibes,1397040301788308,Fresh and tasty.,Neutral,0.0,5
cous__.50,Raju,Nut Mix,PID005050,https://www.facebook.com/vukkarvibes,1397040301788309,Average experience.,Negative,-0.674,1
cous__.51,Amit,Rice Cakes,PID005051,https://www.facebook.com/vukkarvibes,1397040301788310,"Too spicy, not for me.",Negative,-0.674,4
cous__.52,Priya,Pancake Mix,PID005052,https://www.facebook.com/vukkarvibes,1397040301788311,Fresh and tasty.,Neutral,0.0,1
cous__.53,Meera,Potato Chips,PID005053,https://www.facebook.com/vukkarvibes,1397040301788312,Loved the taste!,Negative,-0.674,4
cous__.54,Raju,Corn Chips,PID005054,https://www.facebook.com/vukkarvibes,1397040301788313,Highly recommended!,Negative,-0.674,2
cous__.55,Raju,Tortilla Chips,PID005055,https://www.facebook.com/vukkarvibes,1397040301788314,Not satisfied.,Positive,0.885,3
cous__.56,Kiran,Veggie Chips,PID005056,https://www.facebook.com/vukkarvibes,1397040301788315,Bad packaging.,Negative,-0.674,3
cous__.57,Rohan,Pretzels,PID005057,https://www.facebook.com/vukkarvibes,1397040301788316,Worth the price.,Neutral,0.0,4
cous__.58,Kunal,Popcorn,PID005058,https://www.facebook.com/vukkarvibes,1397040301788317,Highly recommended!,Positive,0.885,1
cous__.59,Raju,Milk,PID005059,https://www.facebook.com/vukkarvibes,1397040301788318,"Not good, expected better.",Neutral,0.0,2
cous__.60,Sneha,Yogurt,PID005060,https://www.facebook.com/vukkarvibes,1397040301788319,Not satisfied.,Positive,0.885,1
cous__.61,Mira,Cheddar Cheese,PID005061,https://www.facebook.com/vukkarvibes,1397040301788320,"Too spicy, not for me.",Neutral,0.0,2
cous__.62,Raju,Mozzarella Cheese,PID005062,https://www.facebook.com/vukkarvibes,1397040301788321,Highly recommended!,Positive,0.885,3
cous__.63,Rohan,Greek Yogurt,PID005063,https://www.facebook.com/vukkarvibes,1397040301788322,Loved the taste!,Negative,-0.674,4
cous__.64,Swati,Butter,PID005064,https://www.facebook.com/vukkarvibes,1397040301788323,Not satisfied.,Neutral,0.0,5
cous__.65,Swati,Cream Cheese,PID005065,https://www.facebook.com/vukkarvibes,1397040301788324,Average experience.,Negative,-0.674,5
cous__.66,Varun,Cottage Cheese,PID005066,https://www.facebook.com/vukkarvibes,1397040301788325,Bad packaging.,Negative,-0.674,3
cous__.67,Mira,Orange Juice,PID005067,https://www.facebook.com/vukkarvibes,1397040301788326,"Not good, expected better.",Positive,0.885,5
cous__.68,Kiran,Apple Juice,PID005068,https://www.facebook.com/vukkarvibes,1397040301788327,"Too spicy, not for me.",Negative,-0.674,5
cous__.69,Divya,Green Tea,PID005069,https://www.facebook.com/vukkarvibes,1397040301788328,Highly recommended!,Negative,-0.674,4
cous__.70,Meera,Coffee,PID005070,https://www.facebook.com/vukkarvibes,1397040301788329,"Too spicy, not for me.",Negative,-0.674,3
cous__.71,Sneha,Soft Drink,PID005071,https://www.facebook.com/vukkarvibes,1397040301788330,Average experience.,Negative,-0.674,4
cous__.72,Sneha,Black Tea,PID005072,https://www.facebook.com/vukkarvibes,1397040301788331,Worth the price.,Positive,0.885,5
cous__.73,Rohan,Herbal Tea,PID005073,https://www.facebook.com/vukkarvibes,1397040301788332,Average experience.,Neutral,0.0,1
cous__.74,Priya,Sparkling Water,PID005074,https://www.facebook.com/vukkarvibes,1397040301788333,Very delicious!,Negative,-0.674,3
cous__.75,Aditya,Ready-to-Eat Pasta,PID005075,https://www.facebook.com/vukkarvibes,1397040301788334,Average experience.,Neutral,0.0,2
cous__.76,Kunal,Frozen Pizza,PID005076,https://www.facebook.com/vukkarvibes,1397040301788335,Not satisfied.,Positive,0.885,3
cous__.77,Sneha,Frozen Burritos,PID005077,https://www.facebook.com/vukkarvibes,1397040301788336,Loved the taste!,Neutral,0.0,5
cous__.78,Kiran,Frozen Lasagna,PID005078,https://www.facebook.com/vukkarvibes,1397040301788337,Average experience.,Positive,0.885,3
cous__.79,Kiran,Instant Noodles,PID005079,https://www.facebook.com/vukkarvibes,1397040301788338,Worth the price.,Negative,-0.674,2
cous__.80,Arjun,Whole Wheat Bread,PID005080,https://www.facebook.com/vukkarvibes,1397040301788339,Worth the price.,Positive,0.885,2
cous__.81,Divya,Bagels,PID005081,https://www.facebook.com/vukkarvibes,1397040301788340,Worth the price.,Positive,0.885,1
cous__.82,Sita,Croissants,PID005082,https://www.facebook.com/vukkarvibes,1397040301788341,Average experience.,Positive,0.885,2
cous__.83,Raju,English Muffins,PID005083,https://www.facebook.com/vukkarvibes,1397040301788342,Fresh and tasty.,Negative,-0.674,4
cous__.84,Varun,Pita Bread,PID005084,https://www.facebook.com/vukkarvibes,1397040301788343,Average experience.,Neutral,0.0,3
cous__.85,Suman,Sourdough Bread,PID005085,https://www.facebook.com/vukkarvibes,1397040301788344,Average experience.,Negative,-0.674,2
cous__.86,Mira,Multigrain Cereal,PID005086,https://www.facebook.com/vukkarvibes,1397040301788345,Bad packaging.,Positive,0.885,3
cous__.87,Divya,Oatmeal,PID005087,https://www.facebook.com/vukkarvibes,1397040301788346,Worth the price.,Positive,0.885,2
cous__.88,Arjun,Granola Bars,PID005088,https://www.facebook.com/vukkarvibes,1397040301788347,Average experience.,Negative,-0.674,1
cous__.89,Varun,Protein Bars,PID005089,https://www.facebook.com/vukkarvibes,1397040301788348,"Too spicy, not for me.",Neutral,0.0,3
cous__.90,Raju,Raisin Bran Cereal,PID005090,https://www.facebook.com/vukkarvibes,1397040301788349,Average experience.,Negative,-0.674,1
cous__.91,Raju,Frozen Vegetables,PID005091,https://www.facebook.com/vukkarvibes,1397040301788350,Worth the price.,Neutral,0.0,2
cous__.92,Sita,Frozen French Fries,PID005092,https://www.facebook.com/vukkarvibes,1397040301788351,Loved the taste!,Negative,-0.674,1
cous__.93,Sneha,Frozen Chicken Nuggets,PID005093,https://www.facebook.com/vukkarvibes,1397040301788352,Not satisfied.,Neutral,0.0,3
cous__.94,Divya,Frozen Fish Sticks,PID005094,https://www.facebook.com/vukkarvibes,1397040301788353,Worth the price.,Positive,0.885,4
cous__.95,Amit,Frozen Dumplings,PID005095,https://www.facebook.com/vukkarvibes,1397040301788354,Very delicious!,Neutral,0.0,4
cous__.96,Divya,Frozen Spring Rolls,PID005096,https://www.facebook.com/vukkarvibes,1397040301788355,Loved the taste!,Neutral,0.0,2
cous__.97,Rohan,Frozen Waffles,PID005097,https://www.facebook.com/vukkarvibes,1397040301788356,Bad packaging.,Negative,-0.674,5
cous__.98,Kiran,Frozen Berries,PID005098,https://www.facebook.com/vukkarvibes,1397040301788357,"Too spicy, not for me.",Neutral,0.0,5
cous__.99,Priya,Tofu,PID005099,https://www.facebook.com/vukkarvibes,1397040301788358,Highly recommended!,Positive,0.885,2
cous__.100,Rohan,Dried Fruits,PID005100,https://www.facebook.com/vukkarvibes,1397040301788359,Fresh and tasty.,Negative,-0.674,2
cous__.101,Varun,Canned Soup,PID005101,https://www.facebook.com/vukkarvibes,1397040301788360,Bad packaging.,Positive,0.885,3
cous__.102,Kunal,Nut Mix,PID005102,https://www.facebook.com/vukkarvibes,1397040301788361,Loved the taste!,Positive,0.885,2
cous__.103,Sneha,Rice Cakes,PID005103,https://www.facebook.com/vukkarvibes,1397040301788362,Loved the taste!,Negative,-0.674,2
cous__.104,Aditya,Pancake Mix,PID005104,https://www.facebook.com/vukkarvibes,1397040301788363,Bad packaging.,Negative,-0.674,5
cous__.105,Meera,Potato Chips,PID005105,https://www.facebook.com/vukkarvibes,1397040301788364,Average experience.,Positive,0.885,4
cous__.106,Varun,Corn Chips,PID005106,https://www.facebook.com/vukkarvibes,1397040301788365,Loved the taste!,Positive,0.885,3
cous__.107,Sita,Tortilla Chips,PID005107,https://www.facebook.com/vukkarvibes,1397040301788366,Bad packaging.,Negative,-0.674,2
cous__.108,Pooja,Veggie Chips,PID005108,https://www.facebook.com/vukkarvibes,1397040301788367,Bad packaging.,Negative,-0.674,2
cous__.109,Raju,Pretzels,PID005109,https://www.facebook.com/vukkarvibes,1397040301788368,Average experience.,Neutral,0.0,3
cous__.110,Sita,Popcorn,PID005110,https://www.facebook.com/vukkarvibes,1397040301788369,Loved the taste!,Neutral,0.0,1
cous__.111,Aditya,Milk,PID005111,https://www.facebook.com/vukkarvibes,1397040301788370,Highly recommended!,Positive,0.885,3
cous__.112,Mira,Yogurt,PID005112,https://www.facebook.com/vukkarvibes,1397040301788371,Fresh and tasty.,Neutral,0.0,1
cous__.113,Rohan,Cheddar Cheese,PID005113,https://www.facebook.com/vukkarvibes,1397040301788372,"Not good, expected better.",Positive,0.885,5
cous__.114,Swati,Mozzarella Cheese,PID005114,https://www.facebook.com/vukkarvibes,1397040301788373,Highly recommended!,Neutral,0.0,3
cous__.115,Arjun,Greek Yogurt,PID005115,https://www.facebook.com/vukkarvibes,1397040301788374,Very delicious!,Neutral,0.0,3
cous__.116,Sita,Butter,PID005116,https://www.facebook.com/vukkarvibes,1397040301788375,Highly recommended!,Positive,0.885,4
cous__.117,Arjun,Cream Cheese,PID005117,https://www.facebook.com/vukkarvibes,1397040301788376,"Too spicy, not for me.",Negative,-0.674,5
cous__.118,Amit,Cottage Cheese,PID005118,https://www.facebook.com/vukkarvibes,1397040301788377,Highly recommended!,Negative,-0.674,2
cous__.119,Pooja,Orange Juice,PID005119,https://www.facebook.com/vukkarvibes,1397040301788378,Bad packaging.,Positive,0.885,2
cous__.120,Swati,Apple Juice,PID005120,https://www.facebook.com/vukkarvibes,1397040301788379,"Too spicy, not for me.",Neutral,0.0,4
cous__.121,Suman,Green Tea,PID005121,https://www.facebook.com/vukkarvibes,1397040301788380,Bad packaging.,Negative,-0.674,3
cous__.122,Swati,Coffee,PID005122,https://www.facebook.com/vukkarvibes,1397040301788381,Not satisfied.,Neutral,0.0,4
cous__.123,Kunal,Soft Drink,PID005123,https://www.facebook.com/vukkarvibes,1397040301788382,Worth the price.,Neutral,0.0,5
cous__.124,Sneha,Black Tea,PID005124,https://www.facebook.com/vukkarvibes,1397040301788383,Highly recommended!,Neutral,0.0,3
cous__.125,Kunal,Herbal Tea,PID005125,https://www.facebook.com/vukkarvibes,1397040301788384,"Not good, expected better.",Positive,0.885,2
cous__.126,Varun,Sparkling Water,PID005126,https://www.facebook.com/vukkarvibes,1397040301788385,Loved the taste!,Neutral,0.0,1
cous__.127,Kunal,Ready-to-Eat Pasta,PID005127,https://www.facebook.com/vukkarvibes,1397040301788386,Bad packaging.,Positive,0.885,1
cous__.128,Suman,Frozen Pizza,PID005128,https://www.facebook.com/vukkarvibes,1397040301788387,Bad packaging.,Positive,0.885,3
cous__.129,Sneha,Frozen Burritos,PID005129,https://www.facebook.com/vukkarvibes,1397040301788388,Highly recommended!,Negative,-0.674,3
cous__.130,Varun,Frozen Lasagna,PID005130,https://www.facebook.com/vukkarvibes,1397040301788389,Very delicious!,Negative,-0.674,1
cous__.131,Raju,Instant Noodles,PID005131,https://www.facebook.com/vukkarvibes,1397040301788390,Not satisfied.,Positive,0.885,1
cous__.132,Meera,Whole Wheat Bread,PID005132,https://www.facebook.com/vukkarvibes,1397040301788391,Very delicious!,Neutral,0.0,5
cous__.133,Varun,Bagels,PID005133,https://www.facebook.com/vukkarvibes,1397040301788392,Not satisfied.,Positive,0.885,2
cous__.134,Raju,Croissants,PID005134,https://www.facebook.com/vukkarvibes,1397040301788393,Very delicious!,Neutral,0.0,1
cous__.135,Divya,English Muffins,PID005135,https://www.facebook.com/vukkarvibes,1397040301788394,Average experience.,Positive,0.885,4
cous__.136,Amit,Pita Bread,PID005136,https://www.facebook.com/vukkarvibes,1397040301788395,Very delicious!,Positive,0.885,3
cous__.137,Mira,Sourdough Bread,PID005137,https://www.facebook.com/vukkarvibes,1397040301788396,Average experience.,Positive,0.885,2
cous__.138,Aditya,Multigrain Cereal,PID005138,https://www.facebook.com/vukkarvibes,1397040301788397,Not satisfied.,Neutral,0.0,3
cous__.139,Raju,Oatmeal,PID005139,https://www.facebook.com/vukkarvibes,1397040301788398,Fresh and tasty.,Positive,0.885,5
cous__.140,Kiran,Granola Bars,PID005140,https://www.facebook.com/vukkarvibes,1397040301788399,Bad packaging.,Positive,0.885,2
cous__.141,Suman,Protein Bars,PID005141,https://www.facebook.com/vukkarvibes,1397040301788400,Average experience.,Positive,0.885,1
cous__.142,Divya,Raisin Bran Cereal,PID005142,https://www.facebook.com/vukkarvibes,1397040301788401,Not satisfied.,Neutral,0.0,1
cous__.143,Kiran,Frozen Vegetables,PID005143,https://www.facebook.com/vukkarvibes,1397040301788402,"Too spicy, not for me.",Negative,-0.674,5
cous__.144,Swati,Frozen French Fries,PID005144,https://www.facebook.com/vukkarvibes,1397040301788403,Not satisfied.,Negative,-0.674,4
cous__.145,Meera,Frozen Chicken Nuggets,PID005145,https://www.facebook.com/vukkarvibes,1397040301788404,Highly recommended!,Neutral,0.0,5
cous__.146,Mira,Frozen Fish Sticks,PID005146,https://www.facebook.com/vukkarvibes,1397040301788405,Fresh and tasty.,Neutral,0.0,4
cous__.147,Rahul,Frozen Dumplings,PID005147,https://www.facebook.com/vukkarvibes,1397040301788406,Not satisfied.,Positive,0.885,2
cous__.148,Raju,Frozen Spring Rolls,PID005148,https://www.facebook.com/vukkarvibes,1397040301788407,Highly recommended!,Positive,0.885,3
cous__.149,Rohan,Frozen Waffles,PID005149,https://www.facebook.com/vukkarvibes,1397040301788408,Worth the price.,Neutral,0.0,3
cous__.150,Suman,Frozen Berries,PID005150,https://www.facebook.com/vukkarvibes,1397040301788409,"Too spicy, not for me.",Negative,-0.674,4
cous__.151,Swati,Tofu,PID005151,https://www.facebook.com/vukkarvibes,1397040301788410,Fresh and tasty.,Positive,0.885,1
cous__.152,Mira,Dried Fruits,PID005152,https://www.facebook.com/vukkarvibes,1397040301788411,Loved the taste!,Neutral,0.0,1
cous__.153,Amit,Canned Soup,PID005153,https://www.facebook.com/vukkarvibes,1397040301788412,Loved the taste!,Neutral,0.0,5
cous__.154,Suman,Nut Mix,PID005154,https://www.facebook.com/vukkarvibes,1397040301788413,Average experience.,Neutral,0.0,2
cous__.155,Priya,Rice Cakes,PID005155,https://www.facebook.com/vukkarvibes,1397040301788414,Worth the price.,Negative,-0.674,3
cous__.156,Suman,Pancake Mix,PID005156,https://www.facebook.com/vukkarvibes,1397040301788415,Highly recommended!,Negative,-0.674,1
cous__.157,Varun,Potato Chips,PID005157,https://www.facebook.com/vukkarvibes,1397040301788416,"Too spicy, not for me.",Neutral,0.0,4
cous__.158,Raju,Corn Chips,PID005158,https://www.facebook.com/vukkarvibes,1397040301788417,Bad packaging.,Neutral,0.0,4
cous__.159,Rahul,Tortilla Chips,PID005159,https://www.facebook.com/vukkarvibes,1397040301788418,"Not good, expected better.",Negative,-0.674,5
cous__.160,Raju,Veggie Chips,PID005160,https://www.facebook.com/vukkarvibes,1397040301788419,"Not good, expected better.",Negative,-0.674,1
cous__.161,Sita,Pretzels,PID005161,https://www.facebook.com/vukkarvibes,1397040301788420,Bad packaging.,Positive,0.885,5
cous__.162,Swati,Popcorn,PID005162,https://www.facebook.com/vukkarvibes,1397040301788421,Very delicious!,Neutral,0.0,1
cous__.163,Amit,Milk,PID005163,https://www.facebook.com/vukkarvibes,1397040301788422,Very delicious!,Neutral,0.0,1
cous__.164,Rahul,Yogurt,PID005164,https://www.facebook.com/vukkarvibes,1397040301788423,Highly recommended!,Positive,0.885,5
cous__.165,Mira,Cheddar Cheese,PID005165,https://www.facebook.com/vukkarvibes,1397040301788424,Not satisfied.,Neutral,0.0,1
cous__.166,Amit,Mozzarella Cheese,PID005166,https://www.facebook.com/vukkarvibes,1397040301788425,Very delicious!,Neutral,0.0,1
cous__.167,Rohan,Greek Yogurt,PID005167,https://www.facebook.com/vukkarvibes,1397040301788426,"Too spicy, not for me.",Positive,0.885,5
cous__.168,Mira,Butter,PID005168,https://www.facebook.com/vukkarvibes,1397040301788427,Not satisfied.,Negative,-0.674,4
cous__.169,Kunal,Cream Cheese,PID005169,https://www.facebook.com/vukkarvibes,1397040301788428,Very delicious!,Neutral,0.0,5
cous__.170,Amit,Cottage Cheese,PID005170,https://www.facebook.com/vukkarvibes,1397040301788429,Very delicious!,Positive,0.885,4
cous__.171,Suman,Orange Juice,PID005171,https://www.facebook.com/vukkarvibes,1397040301788430,Worth the price.,Positive,0.885,5
cous__.172,Kiran,Apple Juice,PID005172,https://www.facebook.com/vukkarvibes,1397040301788431,Loved the taste!,Neutral,0.0,3
cous__.173,Divya,Green Tea,PID005173,https://www.facebook.com/vukkarvibes,1397040301788432,Average experience.,Positive,0.885,2
cous__.174,Kunal,Coffee,PID005174,https://www.facebook.com/vukkarvibes,1397040301788433,Average experience.,Positive,0.885,2
cous__.175,Sita,Soft Drink,PID005175,https://www.facebook.com/vukkarvibes,1397040301788434,Very delicious!,Negative,-0.674,2
cous__.176,Varun,Black Tea,PID005176,https://www.facebook.com/vukkarvibes,1397040301788435,Bad packaging.,Negative,-0.674,4
cous__.177,Meera,Herbal Tea,PID005177,https://www.facebook.com/vukkarvibes,1397040301788436,Worth the price.,Negative,-0.674,1
cous__.178,Arjun,Sparkling Water,PID005178,https://www.facebook.com/vukkarvibes,1397040301788437,Average experience.,Neutral,0.0,3
cous__.179,Suman,Ready-to-Eat Pasta,PID005179,https://www.facebook.com/vukkarvibes,1397040301788438,Average experience.,Positive,0.885,5
cous__.180,Suman,Frozen Pizza,PID005180,https://www.facebook.com/vukkarvibes,1397040301788439,"Not good, expected better.",Neutral,0.0,2
cous__.181,Arjun,Frozen Burritos,PID005181,https://www.facebook.com/vukkarvibes,1397040301788440,Worth the price.,Negative,-0.674,1
cous__.182,Arjun,Frozen Lasagna,PID005182,https://www.facebook.com/vukkarvibes,1397040301788441,Very delicious!,Positive,0.885,4
cous__.183,Divya,Instant Noodles,PID005183,https://www.facebook.com/vukkarvibes,1397040301788442,"Not good, expected better.",Positive,0.885,4
cous__.184,Pooja,Whole Wheat Bread,PID005184,https://www.facebook.com/vukkarvibes,1397040301788443,"Not good, expected better.",Neutral,0.0,2
cous__.185,Swati,Bagels,PID005185,https://www.facebook.com/vukkarvibes,1397040301788444,Very delicious!,Negative,-0.674,5
cous__.186,Meera,Croissants,PID005186,https://www.facebook.com/vukkarvibes,1397040301788445,Bad packaging.,Neutral,0.0,2
cous__.187,Swati,English Muffins,PID005187,https://www.facebook.com/vukkarvibes,1397040301788446,Highly recommended!,Positive,0.885,2
cous__.188,Raju,Pita Bread,PID005188,https://www.facebook.com/vukkarvibes,1397040301788447,Very delicious!,Negative,-0.674,2
cous__.189,Swati,Sourdough Bread,PID005189,https://www.facebook.com/vukkarvibes,1397040301788448,"Not good, expected better.",Positive,0.885,2
cous__.190,Mira,Multigrain Cereal,PID005190,https://www.facebook.com/vukkarvibes,1397040301788449,Loved the taste!,Negative,-0.674,4
cous__.191,Sita,Oatmeal,PID005191,https://www.facebook.com/vukkarvibes,1397040301788450,Loved the taste!,Negative,-0.674,2
cous__.192,Rahul,Granola Bars,PID005192,https://www.facebook.com/vukkarvibes,1397040301788451,Very delicious!,Neutral,0.0,4
cous__.193,Sita,Protein Bars,PID005193,https://www.facebook.com/vukkarvibes,1397040301788452,Not satisfied.,Neutral,0.0,3
cous__.194,Aditya,Raisin Bran Cereal,PID005194,https://www.facebook.com/vukkarvibes,1397040301788453,Bad packaging.,Neutral,0.0,3
cous__.195,Priya,Frozen Vegetables,PID005195,https://www.facebook.com/vukkarvibes,1397040301788454,Worth the price.,Neutral,0.0,3
cous__.196,Divya,Frozen French Fries,PID005196,https://www.facebook.com/vukkarvibes,1397040301788455,Fresh and tasty.,Positive,0.885,4
cous__.197,Rahul,Frozen Chicken Nuggets,PID005197,https://www.facebook.com/vukkarvibes,1397040301788456,"Not good, expected better.",Neutral,0.0,2
cous__.198,Swati,Frozen Fish Sticks,PID005198,https://www.facebook.com/vukkarvibes,1397040301788457,Loved the taste!,Positive,0.885,3
cous__.199,Pooja,Frozen Dumplings,PID005199,https://www.facebook.com/vukkarvibes,1397040301788458,Highly recommended!,Neutral,0.0,5
cous__.200,Suman,Frozen Spring Rolls,PID005200,https://www.facebook.com/vukkarvibes,1397040301788459,Not satisfied.,Positive,0.885,5
cous__.201,Sneha,Frozen Waffles,PID005201,https://www.facebook.com/vukkarvibes,1397040301788460,Bad packaging.,Positive,0.885,3
cous__.202,Raju,Frozen Berries,PID005202,https://www.facebook.com/vukkarvibes,1397040301788461,Fresh and tasty.,Neutral,0.0,4
cous__.203,Divya,Tofu,PID005203,https://www.facebook.com/vukkarvibes,1397040301788462,Highly recommended!,Positive,0.885,1
cous__.204,Rahul,Dried Fruits,PID005204,https://www.facebook.com/vukkarvibes,1397040301788463,"Too spicy, not for me.",Neutral,0.0,3
cous__.205,Sita,Canned Soup,PID005205,https://www.facebook.com/vukkarvibes,1397040301788464,"Too spicy, not for me.",Neutral,0.0,3
